Kind,Kind2,Kind3,Kind4,Common Name,Common name2,Common name3,Common Name Common name2 Common name3,Bi or Trinomial Name,Sp Short Name,Kingdom,Phylum,Class,Order,Infraorder,Clade,Sub Order,Superfamily,Family,Sub family,Tribe,Genus,Sub Genus,Species,Sub species 1,Sub Species 2,Prior binomial name,Kind > Kind2 Kind3,"Genus > Species > 
Lizard,Monitor,,,Asian Water Monitor - Celebensis,Celebensis Monitor,,Asian Water Monitor - Celebensis Celebensis Monitor ,Varanus salvator celebensis,V.salvator komaini,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Soterosaurus,salvator,celebensis,,,Lizard > Monitor,"Varanus > salvator > 
 > celebensis","Asian Water Monitor - Celebensis
 > Varanus salvator celebensis",LIMON,CLBWM,,,,,,,,,191
Lizard,Monitor,,,Spencer's Monitor,Spencer's Goanna,,Spencer's Monitor Spencer's Goanna ,Varanus spenceri,V.spenceri,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Varanus,spenceri,,,,Lizard > Monitor,Varanus > spenceri,"Spencer's Monitor
 > Varanus spenceri",LIMON,SPENM,,,,,,,,,192
Lizard,Monitor,,,Black Tailed Monitor,Black Headed Monitor,,Black Tailed Monitor Black Headed Monitor ,Varanus Odatriatristis,V. Odatriatristis,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Odatria,tristis*,*,,,Lizard > Monitor,"Varanus > tristis* > 
 > *","Black Tailed Monitor
 > Varanus Odatriatristis",LIMON,BKTLM,,,,,,,,,193
Lizard,Monitor,,,Lace Monitor,Tree Goanna,,Lace Monitor Tree Goanna ,Varanus varius,V.varius,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Varanus,varius,,,,Lizard > Monitor,Varanus > varius,"Lace Monitor
 > Varanus varius",LIMON,LACEM,,,,,,,,,194
Lizard,Monitor,,,Tricolour Monitor,Black-Backed Mangrove Monitor,Black-Backed Monitor,Tricolour Monitor Black-Backed Mangrove Monitor Black-Backed Monitor,Varanus yuwonoi,V.yuwonoi,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Euprepiosaurus,yuwonoi,,,,Lizard > Monitor,Varanus > yuwonoi,"Tricolour Monitor
 > Varanus yuwonoi",LIMON,TRICM,,,,,,,,,195
Lizard,Monitor,,,Monitor - Indian,,,Monitor - Indian  ,Varanus spp.,V. spp.,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,,,,,,Lizard > Monitor,Varanus >,"Monitor - Indian
 > Varanus spp.",LIMON,INDIM,,,,,,,,,196
Lizard,Monitor,,,Monitor*,,,Monitor*  ,Varanus spp.,V. spp.,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,,,,,,Lizard > Monitor,Varanus >,"Monitor*
 > Varanus spp.",LIMON,MONIT,,,,,,,,,197
Lizard,Monitor,,,Bengal Water Monitor,,,Bengal Water Monitor  ,Varanus bengalensis,V. bengalensis,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,,bengalensis,,,,Lizard > Monitor,Varanus > bengalensis,"Bengal Water Monitor
 > Varanus bengalensis",LIMON,BNGAM,,,,,,,,,198
Lizard,Shinisauridae,,,Shinisaurus,,,Shinisaurus  ,Shinisaurus crocodilurus,S. crocodilurus,Animalia,Chordata,Reptilia,Squamata,,Shinisauria,,,Shinisauridae,,,Shinisaurus,,crocodilurus,,,,Lizard > Shinisauridae,Shinisaurus > crocodilurus,"Shinisaurus
 > Shinisaurus crocodilurus",LISHI,SHINI,,,,,,,,,199
Lizard,Skink,,,Major Skink - (Bellatorias),,,Major Skink - (Bellatorias)  ,Bellatorias frerei,B. frerei,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,,,Bellatorias,,Bellatorias frerei,,,,Lizard > Skink,Bellatorias > Bellatorias frerei,"Major Skink - (Bellatorias)
 > Bellatorias frerei",LISKI,MAJSK,,,,,,,,,200
Lizard,Skink,,,Monkey Tailed Skink,Solomon Island Skink,Prehensile-Tailed Skink,Monkey Tailed Skink Solomon Island Skink Prehensile-Tailed Skink,Corucia zebrata,C. Zebrata,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,,,Corucia,,zebrata,,,,Lizard > Skink,Corucia > zebrata,"Monkey Tailed Skink
 > Corucia zebrata",LISKI,MTLSK,,,,,,,,,201
Lizard,Skink,,,Spiny Tailed Skink (Egernia sp),,,Spiny Tailed Skink (Egernia sp)  ,Egernia sp.,E. sp.,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Egernia,,sp.,,,,Lizard > Skink,Egernia > sp.,"Spiny Tailed Skink (Egernia sp)
 > Egernia sp.",LISKI,SPTSK,,,,,,,,,202
Lizard,Skink,,,Skink (pos Sun Skink - Mabuya),Golden Skink,Many Striped Sun Skink,Skink (pos Sun Skink - Mabuya) Golden Skink Many Striped Sun Skink,Eutropis multifasciata,E. multifasciata,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,,,Eutropis,,multifasciata,,,,Lizard > Skink,Eutropis > multifasciata,"Skink (pos Sun Skink - Mabuya)
 > Eutropis multifasciata",LISKI,SUNSK,,,,,,,,,203
Lizard,Skink,,,Sandfish Skink,,,Sandfish Skink  ,Scincus scincus,S. scincus,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,,,Scincus,,scincus,,,,Lizard > Skink,Scincus > scincus,"Sandfish Skink
 > Scincus scincus",LISKI,SNDSK,,,,,,,,,204
Lizard,Skink,,,Centralian Blue-Tongued Skink,,,Centralian Blue-Tongued Skink  ,Tiliqua multifasciata,T. multifasciata,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,multifasciata,,,,Lizard > Skink,Tiliqua > multifasciata,"Centralian Blue-Tongued Skink
 > Tiliqua multifasciata",LISKI,CTBTS,,,,,,,,,205
Lizard,Skink,,,Blue-Tongued Skink*,,,Blue-Tongued Skink*  ,Tiliqua spp.,T. spp.,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,multifasciata,,,,Lizard > Skink,Tiliqua > multifasciata,"Blue-Tongued Skink*
 > Tiliqua spp.",LISKI,BLUTS,,,,,,,,,206
Lizard,Skink,,,Western Blue-Tongued Skink,,,Western Blue-Tongued Skink  ,Tiliqua occipitalis,T. occipitalis,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,occipitalis,,,,Lizard > Skink,Tiliqua > occipitalis,"Western Blue-Tongued Skink
 > Tiliqua occipitalis",LISKI,WEBTS,,,,,,,,,207
Lizard,Skink,,,Shingleback Skink,,,Shingleback Skink  ,Tiliqua rugosa sspp.,T. rugosa sspp.,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,,,Tiliqua,,rugosa,ssp.,,,Lizard > Skink,"Tiliqua > rugosa > 
 > ssp.","Shingleback Skink
 > Tiliqua rugosa sspp.",LISKI,SHBSK,,,,,,,,,208
Lizard,Skink,,,Common Blue-Tongued Skink,,,Common Blue-Tongued Skink  ,Tiliqua scincoides,T. scincoides,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,scincoides,,,,Lizard > Skink,Tiliqua > scincoides,"Common Blue-Tongued Skink
 > Tiliqua scincoides",LISKI,COBTS,,,,,,,,,209
Lizard,Skink,,,Tanimbar Blue-Tongued Skink,,,Tanimbar Blue-Tongued Skink  ,Tiliqua scincoides chimaerea,T. scincoides chimaerea,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,scincoides,chimaerea,,,Lizard > Skink,"Tiliqua > scincoides > 
 > chimaerea","Tanimbar Blue-Tongued Skink
 > Tiliqua scincoides chimaerea",LISKI,TNBTS,,,,,,,,,210
Lizard,Skink,,,Northern Blue-Tongued Skink,,,Northern Blue-Tongued Skink  ,Tiliqua scincoides intermedia,T. scincoides intermedia,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,scincoides,intermedia,,,Lizard > Skink,"Tiliqua > scincoides > 
 > intermedia","Northern Blue-Tongued Skink
 > Tiliqua scincoides intermedia",LISKI,NRBTS,,,,,,,,,211
Lizard,Skink,,,Eastern Blue-Tongued Skink,,,Eastern Blue-Tongued Skink  ,Tiliqua scincoides scincoides,T. scincoides scincoides,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,scincoides,scincoides,,,Lizard > Skink,"Tiliqua > scincoides > 
 > scincoides","Eastern Blue-Tongued Skink
 > Tiliqua scincoides scincoides",LISKI,EABTS,,,,,,,,,212
Lizard,Skink,,,Iran Jaya Blue-Tongued Skink,,,Iran Jaya Blue-Tongued Skink  ,Tiliqua sp.,T. sp.,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,sp.,,,,Lizard > Skink,Tiliqua > sp.,"Iran Jaya Blue-Tongued Skink
 > Tiliqua sp.",LISKI,IJBTS,,,,,,,,,213
Lizard,Skink,,,Red-Eyed Crocodile Skink,,,Red-Eyed Crocodile Skink  ,Tribolonotus gracilis,T. gracilis,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,,,Tribolonotus,,gracilis,,,,Lizard > Skink,Tribolonotus > gracilis,"Red-Eyed Crocodile Skink
 > Tribolonotus gracilis",LISKI,RECRS,,,,,,,,,214
Lizard,Tegu,,,Tegu - Black and White,Argentine Black and White Tegu,,Tegu - Black and White Argentine Black and White Tegu ,Salvator merianae,S. merianae,Animalia,Chordata,Reptilia,Squamata,,,,,Teiidae,,,Salvator,,merianae,,,,Lizard > Tegu,Salvator > merianae,"Tegu - Black and White
 > Salvator merianae",LITEG,BNWTG,,,,,,,,,215
Lizard,Tegu,,,Tegu -Red,,,Tegu -Red  ,Salvator rufescens,S. rufescens,Animalia,Chordata,Reptilia,Squamata,,,,,Teiidae,,,Salvator,,rufescens,,,,Lizard > Tegu,Salvator > rufescens,"Tegu -Red
 > Salvator rufescens",LITEG,REDTG,,,,,,,,,216
Lizard,Tegu,,,Tegu,,,Tegu  ,Salvator sp.,S. sp.,Animalia,Chordata,Reptilia,Squamata,,,,,Teiidae,,,Salvator,,sp.,,,,Lizard > Tegu,Salvator > sp.,"Tegu
 > Salvator sp.",LITEG,OTHTG,,,,,,,,,217
Lizard,Teiidae,,,Ameiva,Green Ameiva,Amazon Racerunner,Ameiva Green Ameiva Amazon Racerunner,Ameiva ameiva,A. ameiva,Animalia,Chordata,Reptilia,Squamata,,,,Lacertoidea,Teiidae,,,Ameiva,,ameiva,,,,Lizard > Teiidae,Ameiva > ameiva,"Ameiva
 > Ameiva ameiva",LITEI,AMIEV,,,,,,,,,218
Lizard,Tropiduridae,,,Western Leaf Lizard,,,Western Leaf Lizard  ,Stenocercus fimbriatus,S. fimbriatus,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Tropiduridae,,,Stenocercus,,fimbriatus,,,,Lizard > Tropiduridae,Stenocercus > fimbriatus,"Western Leaf Lizard
 > Stenocercus fimbriatus",LITRO,WESLZ,,,,,,,,,219
Mammal,Rodent,,,Coypu Rat,Nutria,,Coypu Rat Nutria ,Myocastor coypus,M. coypus,Animalia,Chordata,Mammalia,Rodentia,,,,,Echimyidae,Echimyinae,Myocastroni,Myocastor,,coypus,,,,Mammal > Rodent,Myocastor > coypus,"Coypu Rat
 > Myocastor coypus",MAROD,COYPU,,,,,,,,,220
Snake,Boa,,,Madagascar Ground Boa,Malagasy ground boa,Madagascar boa,Madagascar Ground Boa Malagasy ground boa Madagascar boa,Acrantophis madagascariensis,A.madagascariensis,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,Sanziniinae,,Acrantophis,,madagascariensis,,,,Snake > Boa,Acrantophis > madagascariensis,"Madagascar Ground Boa
 > Acrantophis madagascariensis",SNBOA,MDGRB,,,,,,,,,221
Snake,Boa,,,Madagascar Tree Boa,,,Madagascar Tree Boa  ,Sanzinia madagascariensis,A.madagascariensis,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,Sanziniinae,,Sanzinia,,madagascariensis,,,,Snake > Boa,Sanzinia > madagascariensis,"Madagascar Tree Boa
 > Sanzinia madagascariensis",SNBOA,MDTRB,,,,,,,,,222
Snake,Boa,,,Red-Tailed Boa Constrictor,,,Red-Tailed Boa Constrictor  ,Boa constrictor constrictor,B. constrictor constrictor,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Boa,,constrictor,constrictor,,,Snake > Boa,"Boa > constrictor > 
 > constrictor","Red-Tailed Boa Constrictor
 > Boa constrictor constrictor",SNBOA,RTBOA,,,,,,,,,223
Snake,Boa,,,Common Boa Constrictor,Central American Boa,,Common Boa Constrictor Central American Boa ,Boa constrictor imperator,B. constrictor imperator,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Boa,,constrictor,imperator,,,Snake > Boa,"Boa > constrictor > 
 > imperator","Common Boa Constrictor
 > Boa constrictor imperator",SNBOA,COBOA,,,,,,,,,224
Snake,Boa,,,Hog Island Boa Constrictor,,,Hog Island Boa Constrictor  ,Boa constrictor imperator,B. constrictor imperator,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Boa,,constrictor,imperator,,,Snake > Boa,"Boa > constrictor > 
 > imperator","Hog Island Boa Constrictor
 > Boa constrictor imperator",SNBOA,HGBOA,,,,,,,,,225
Snake,Boa,,,Boa Constrictor ssp*,,,Boa Constrictor ssp*  ,Boa constrictor ssp.,B. constrictor constrictor,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Boa,,constrictor,ssp.,,,Snake > Boa,"Boa > constrictor > 
 > ssp.","Boa Constrictor ssp*
 > Boa constrictor ssp.",SNBOA,OTBOA,,,,,,,,,226
Snake,Boa,,,Viper Boa,New Guinea Ground Boa,,Viper Boa New Guinea Ground Boa ,Candoia aspera,C.aspera,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Candoia,,aspera,,,,Snake > Boa,Candoia > aspera,"Viper Boa
 > Candoia aspera",SNBOA,VIBOA,,,,,,,,,227
Snake,Boa,,,Emerald Tree Boa,,,Emerald Tree Boa  ,Corallus caninus,C. caninus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Corallus,,caninus,,,,Snake > Boa,Corallus > caninus,"Emerald Tree Boa
 > Corallus caninus",SNBOA,ETBOA,,,,,,,,,228
Snake,Boa,,,Emerald Tree Boa - Northern,,,Emerald Tree Boa - Northern  ,Corallus caninus,C. caninus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Corallus,,caninus,,,,Snake > Boa,Corallus > caninus,"Emerald Tree Boa - Northern
 > Corallus caninus",SNBOA,ETBNO,,,,,,,,,229
Snake,Boa,,,Emerald Tree Boa - Amazon Basin,,,Emerald Tree Boa - Amazon Basin  ,Corallus batesii,C. batesii,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Corallus,,batesii,,,,Snake > Boa,Corallus > batesii,"Emerald Tree Boa - Amazon Basin
 > Corallus batesii",SNBOA,ETBAM,,,,,,,,,230
Snake,Boa,,,Amazon Tree Boa,,,Amazon Tree Boa  ,Corallus hortulana,C. hortulana,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Corallus,,hortulana,,,,Snake > Boa,Corallus > hortulana,"Amazon Tree Boa
 > Corallus hortulana",SNBOA,ATBOA,,,,,,,,,231
Snake,Boa,,,Brazilian Rainbow Boa,,,Brazilian Rainbow Boa  ,Epicrates cenchria,E.cenchria,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Epicrates,,cenchria,,,,Snake > Boa,Epicrates > cenchria,"Brazilian Rainbow Boa
 > Epicrates cenchria",SNBOA,BRBOA,,,,,,,,,232
Snake,Boa,,,Columbian Rainbow boa,,,Columbian Rainbow boa  ,Epicrates maurus,E.maurus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Epicrates,,maurus,,,,Snake > Boa,Epicrates > maurus,"Columbian Rainbow boa
 > Epicrates maurus",SNBOA,CRBOA,,,,,,,,,233
Snake,Boa,,,Common Sand Boa,,,Common Sand Boa  ,Eryx sp.,,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Eryx,,Eryx sp.,,,,Snake > Boa,Eryx > Eryx sp.,"Common Sand Boa
 > Eryx sp.",SNBOA,CSBOA,,,,,,,,,234
Snake,Boa,,,Red Sand Boa,,,Red Sand Boa  ,Eryx jhonii,E.johnii,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Eryx,,johnii,,,,Snake > Boa,Eryx > johnii,"Red Sand Boa
 > Eryx jhonii",SNBOA,RSNDB,,,,,,,,,235
Snake,Boa,,,Green Anaconda,,,Green Anaconda  ,Eunectes murinus,E.murinus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,Boinae,,Eunectes,,murinus,,,,Snake > Boa,Eunectes > murinus,"Green Anaconda
 > Eunectes murinus",SNBOA,GRANA,,,,,,,,,236
Snake,Boa,,,Yellow Anaconda,Paraguayan Anaconda,,Yellow Anaconda Paraguayan Anaconda ,Eunectes notaeus,E. notaeus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,Boinae,,Eunectes,,notaeus,,,,Snake > Boa,Eunectes > notaeus,"Yellow Anaconda
 > Eunectes notaeus",SNBOA,YEANA,,,,,,,,,237
Snake,Boa,,,Anaconda,,,Anaconda  ,Eunectes sp*,E. sp*,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,Boinae,,Eunectes,,sp*,,,,Snake > Boa,Eunectes > sp*,"Anaconda
 > Eunectes sp*",SNBOA,ANACO,,,,,,,,,238
Snake,Boa,,,Kenyan Sand Boa,,,Kenyan Sand Boa  ,Gongylophis colubrinus,G. colubrinus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Gongylophis,,colubrinus,,,,Snake > Boa,Gongylophis > colubrinus,"Kenyan Sand Boa
 > Gongylophis colubrinus",SNBOA,KESNB,,,,,,,,,239
Snake,Colubrid,,,Mangrove Cat Snake,,,Mangrove Cat Snake  ,Boiga dendrophila,B. dendrophila,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Boiga,,dendrophila,,,,Snake > Colubrid,Boiga > dendrophila,"Mangrove Cat Snake
 > Boiga dendrophila",SNCOL,MGCAT,,,,,,,,,240
Snake,Colubrid,,,Radiated Rat Snake,Copper headed Racer,Copper headed trinket snake,Radiated Rat Snake Copper headed Racer Copper headed trinket snake,Coelognathus radiatus,C. radiatus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Coelognathus,,radiatus,,,,Snake > Colubrid,Coelognathus > radiatus,"Radiated Rat Snake
 > Coelognathus radiatus",SNCOL,RARAT,,,,,,,,,241
Snake,Colubrid,,,Indian Trinket Snake,Trinket Snake,,Indian Trinket Snake Trinket Snake ,Coelognathus helena,C. helena,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Coelognathus,,radiatus,,,,Snake > Colubrid,Coelognathus > radiatus,"Indian Trinket Snake
 > Coelognathus helena",SNCOL,INTRK,,,,,,,,,242
Snake,Colubrid,,,Russian Rat Snake,Manchurian Black Racer / water snake,Amur rat snake,Russian Rat Snake Manchurian Black Racer / water snake Amur rat snake,Elaphe schrenckii,E. schrenckii,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Elaphe,,schrenckii,,,,Snake > Colubrid,Elaphe > schrenckii,"Russian Rat Snake
 > Elaphe schrenckii",SNCOL,RURAT,,,,,,,,,243
Snake,Colubrid,,,Red-Tailed Racer,red-tailed green ratsnake,,Red-Tailed Racer red-tailed green ratsnake ,Gonyosoma oxycephalum,G. oxycephalum,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Gonyosoma,,oxycephalum,,,,Snake > Colubrid,Gonyosoma > oxycephalum,"Red-Tailed Racer
 > Gonyosoma oxycephalum",SNCOL,RTRCR,,,,,,,,,244
Snake,Colubrid,,,Rhino Ratsnake,Rhinoceros ratsnake,,Rhino Ratsnake Rhinoceros ratsnake ,Gonyosoma boulengeri,G. boulengeri,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Gonyosoma,,boulengeri,,,,Snake > Colubrid,Gonyosoma > boulengeri,"Rhino Ratsnake
 > Gonyosoma boulengeri",SNCOL,RHRAT,,,,,,,,,245
Snake,Colubrid,,,Hognose Snake,,,Hognose Snake  ,Heterodon sp*,H. sp*,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Dipsadinae,,Heterodon,,sp,,,,Snake > Colubrid,Heterodon > sp,"Hognose Snake
 > Heterodon sp*",SNCOL,HGNOS,,,,,,,,,246
Snake,Colubrid,,,Mexican hognose snake,,,Mexican hognose snake  ,Heterodon kennerlyi,H. kennerlyi,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Dipsadinae,,Heterodon,,kennerlyi,,,,Snake > Colubrid,Heterodon > kennerlyi,"Mexican hognose snake
 > Heterodon kennerlyi",SNCOL,MXHNS,,,,,,,,,247
Snake,Colubrid,,,Gloyd's hognose snake,,,Gloyd's hognose snake  ,Heterodon nasicus gloydi,H. nasicus gloydi,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Dipsadinae,,Heterodon,,nasicus,gloydi,,,Snake > Colubrid,"Heterodon > nasicus > 
 > gloydi","Gloyd's hognose snake
 > Heterodon nasicus gloydi",SNCOL,GLHNS,,,,,,,,,248
Snake,Colubrid,,,Western hognose snake,,,Western hognose snake  ,Heterodon nasicus,H. nasicus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Dipsadinae,,Heterodon,,nasicus,,,,Snake > Colubrid,Heterodon > nasicus,"Western hognose snake
 > Heterodon nasicus",SNCOL,WSHNS,,,,,,,,,249
Snake,Colubrid,,,Eastern hognose snake,,,Eastern hognose snake  ,Heterodon platirhinos,H. platirhinos,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Dipsadinae,,Heterodon,,platirhinos,,,,Snake > Colubrid,Heterodon > platirhinos,"Eastern hognose snake
 > Heterodon platirhinos",SNCOL,EAHNS,,,,,,,,,250
Snake,Colubrid,,,Southern hognose snake,,,Southern hognose snake  ,Heterodon simus,H. simus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Dipsadinae,,Heterodon,,simus,,,,Snake > Colubrid,Heterodon > simus,"Southern hognose snake
 > Heterodon simus",SNCOL,SOHNS,,,,,,,,,251
Snake,Colubrid,,,Tricolour Hognose Snake,,,Tricolour Hognose Snake  ,Xenodon pulcher,X. pulcher,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Dipsadinae,,Xenodon,,pulcher,,,,Snake > Colubrid,Xenodon > pulcher,"Tricolour Hognose Snake
 > Xenodon pulcher",SNCOL,TCHNS,,,,,,,,,252
Snake,Colubrid,,,California Kingsnake,,,California Kingsnake  ,Lampropeltis californiae,L.californiae,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Lampropeltis,,californiae,,,,Snake > Colubrid,Lampropeltis > californiae,"California Kingsnake
 > Lampropeltis californiae",SNCOL,CALKI,,,,,,,,,253
Snake,Colubrid,,,Speckled Kingsnake,,,Speckled Kingsnake  ,Lampropeltis holbrooki,L.californiae,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Lampropeltis,,holbrooki,,,,Snake > Colubrid,Lampropeltis > holbrooki,"Speckled Kingsnake
 > Lampropeltis holbrooki",SNCOL,SPKKI,,,,,,,,,254
Snake,Colubrid,,,Mexican Black Kingsnake,,,Mexican Black Kingsnake  ,Lampropeltis getula nigrita,L.getula nigrita,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Lampropeltis,,getula,nigrita,,,Snake > Colubrid,"Lampropeltis > getula > 
 > nigrita","Mexican Black Kingsnake
 > Lampropeltis getula nigrita",SNCOL,MBBKK,,,,,,,,,255
Snake,Colubrid,,,Gray-Banded Kingsnake,Davis Mountain Kingsnake,,Gray-Banded Kingsnake Davis Mountain Kingsnake ,Lampropeltis alterna,L. alterna,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Lampropeltis,,alterna,,,,Snake > Colubrid,Lampropeltis > alterna,"Gray-Banded Kingsnake
 > Lampropeltis alterna",SNCOL,GRBKI,,,,,,,,,256
